Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,scenarioDesc,State,Year,Total Title III,id
39717,44811,21778,-406,-406,9754,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Dakota,2018,97551,46
452960,182851,165219,10501,10501,76570,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Tennessee,2018,1151952,47
1745933,735897,843455,114097,114097,330181,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Texas,2018,5907559,48
190594,82415,72094,15569,15569,34952,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Utah,2018,676466,49
39717,44811,21778,-406,-406,9178,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Vermont,2018,97551,50
587280,242777,253761,18366,18366,103328,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Virginia,2018,1605869,51
512670,212058,280838,39058,39058,98191,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Washington,2018,1877784,53
-298984,38094,23424,-10483,-10483,18567,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,West Virginia,2018,-660781,54
410324,166096,51410,-7290,-7290,74801,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wisconsin,2018,598832,55
39717,44811,21778,-406,-406,9559,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wyoming,2018,97551,56
336891,135537,84760,-10115,-10115,51692,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alabama,2019,495186,1
39612,44811,21778,-406,-406,8997,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alaska,2019,97363,2
519248,214340,24362,40863,40863,108495,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arizona,2019,1666396,4
36797,64925,5200,-12457,-12457,26341,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arkansas,2019,-112761,5
2745159,1153975,790492,53426,53426,503881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,California,2019,6479177,6
433005,186193,280956,49010,49010,89247,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Colorado,2019,1903355,8
-169539,75023,-12803,-20378,-20378,28393,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Connecticut,2019,-553000,9
39612,44811,21778,-406,-406,13321,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Delaware,2019,97363,10
39612,44811,21778,-406,-406,3229,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,District of Columbia,2019,97363,11
1809233,748041,-636510,-4122,-4122,325419,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Florida,2019,2429649,12
710756,299911,440786,64823,64823,138625,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Georgia,2019,2834250,13
39612,44811,21778,-406,-406,18516,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Hawaii,2019,97363,15
39612,44811,21778,-406,-406,29224,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Idaho,2019,97363,16
-713638,287748,112966,-55096,-55096,127686,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Illinois,2019,-1889706,17
380637,147865,80598,-15268,-15268,67955,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Indiana,2019,487010,18
-617872,66024,-55383,-20188,-20188,26889,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Iowa,2019,-1382508,19
-232028,85129,11891,-8969,-8969,33494,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kansas,2019,-549438,20
244828,92809,92101,-7280,-7280,45012,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kentucky,2019,404860,21
271354,112200,115999,-15322,-15322,49020,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Louisiana,2019,327100,22
53094,40296,26312,1,1,18318,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maine,2019,121727,23
374398,150226,154891,626,626,70827,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maryland,2019,826799,24
-434472,176677,46324,-22735,-22735,77624,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Massachusetts,2019,-1110344,25
682648,272614,156171,-21412,-21412,116847,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Michigan,2019,975923,26
335292,132586,47566,2025,2025,66176,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Minnesota,2019,680315,27
26437,57205,37979,-10599,-10599,26034,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Mississippi,2019,-89612,28
54806,153745,16613,-19626,-19626,61282,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Missouri,2019,-230205,29
39612,44811,21778,-406,-406,15210,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Montana,2019,97363,30
-263019,33924,-13239,-7519,-7519,16724,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nebraska,2019,-600986,31
231697,98530,126137,21566,21566,44013,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nevada,2019,912489,32
39612,44811,21778,-406,-406,20644,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Hampshire,2019,97363,33
-133612,228115,18195,-48525,-48525,86476,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Jersey,2019,-742033,34
200892,86881,70950,10586,10586,26881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Mexico,2019,602499,35
-2450730,409988,-3352,-117161,-117161,174412,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New York,2019,-5631528,36
601200,235869,222124,47606,47606,124119,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Carolina,2019,2157211,37
39612,44811,21778,-406,-406,6438,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Dakota,2019,97363,38
126485,256670,44291,-52471,-52471,109975,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Ohio,2019,-486755,39
39219,76657,20008,-14736,-14736,34391,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oklahoma,2019,-142145,40
364814,154564,157139,23747,23747,68982,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oregon,2019,1211741,41
-1906379,306353,-178045,-97489,-97489,129915,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Pennsylvania,2019,-4545805,42
39612,44811,21778,-406,-406,11560,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Rhode Island,2019,97363,44
418204,176144,186455,32843,32843,77456,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Carolina,2019,1499587,45
39612,44811,21778,-406,-406,9754,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Dakota,2019,97363,46
452960,182851,165219,10501,10501,76570,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Tennessee,2019,1151952,47
1745932,735896,843454,114096,114096,330181,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Texas,2019,5907554,48
190594,82415,72094,15569,15569,34952,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Utah,2019,676466,49
39612,44811,21778,-406,-406,9178,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Vermont,2019,97363,50
587279,242777,253760,18365,18365,103328,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Virginia,2019,1605866,51
512669,212057,280838,39058,39058,98191,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Washington,2019,1877781,53
-298984,38094,23424,-10483,-10483,18567,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,West Virginia,2019,-660781,54
410324,166096,51409,-7290,-7290,74801,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wisconsin,2019,598830,55
39612,44811,21778,-406,-406,9559,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wyoming,2019,97363,56
138874,123377,62572,-1284,-1284,51692,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alabama,2016,301582,1
41305,44812,21779,-405,-405,8997,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alaska,2016,100395,2
334288,244444,166299,-1561,-1561,108495,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arizona,2016,716759,4
0,65809,35658,-815,-815,26341,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arkansas,2016,86426,5
1461781,1103099,556180,-8216,-8216,503881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,California,2016,2972324,6
235470,170355,85585,-987,-987,89247,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Colorado,2016,473540,8
0,77592,29197,-1006,-1006,28393,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Connecticut,2016,87886,9
41305,44812,21779,-405,-405,13321,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Delaware,2016,100395,10
41305,44812,21779,-405,-405,3229,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,District of Columbia,2016,100395,11
957029,742230,449206,-6001,-6001,325419,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Florida,2016,2039812,12
368228,278615,158617,-1879,-1879,138625,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Georgia,2016,771441,13
41305,44812,21779,-405,-405,18516,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Hawaii,2016,100395,15
41305,44812,21779,-405,-405,29224,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Idaho,2016,100395,16
0,288186,107145,-3241,-3241,127686,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Illinois,2016,333068,17
177533,157902,61639,-1645,-1645,67955,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Indiana,2016,367279,18
0,71797,19667,-895,-895,26889,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Iowa,2016,73255,19
0,68043,25274,-739,-739,33494,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kansas,2016,78629,20
125020,110584,49917,-1127,-1127,45012,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kentucky,2016,265128,21
128299,116460,47448,-1139,-1139,49020,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Louisiana,2016,271580,22
41305,44667,21779,-406,-406,18318,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maine,2016,100249,23
176792,149349,75862,-1392,-1392,70827,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maryland,2016,376810,24
0,163222,64991,-1794,-1794,77624,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Massachusetts,2016,193061,25
286087,255432,104130,-2673,-2673,116847,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Michigan,2016,597238,26
179600,147666,60562,-1306,-1306,66176,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Minnesota,2016,364174,27
0,71581,32502,-756,-756,26034,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Mississippi,2016,90028,28
0,146593,66873,-1631,-1631,61282,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Missouri,2016,182909,29
41305,44812,21779,-405,-405,15210,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Montana,2016,100395,30
0,43815,14389,-481,-481,16724,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nebraska,2016,48397,31
143101,101652,64259,-585,-585,44013,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nevada,2016,298425,32
41305,44812,21779,-405,-405,20644,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Hampshire,2016,100395,33
0,199381,75811,-2393,-2393,86476,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Jersey,2016,231095,34
70119,58011,34120,-491,-491,26881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Mexico,2016,153363,35
0,410494,146723,-5304,-5304,174412,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New York,2016,453236,36
369176,291986,165327,-2225,-2225,124119,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Carolina,2016,786194,37
41305,44812,21779,-405,-405,6438,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Dakota,2016,100395,38
0,278968,89838,-3220,-3220,109975,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Ohio,2016,309441,39
0,84417,43297,-992,-992,34391,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oklahoma,2016,109337,40
177442,136085,69698,-982,-982,68982,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oregon,2016,365443,41
0,299708,89526,-3925,-3925,129915,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Pennsylvania,2016,312654,42
41305,44812,21779,-405,-405,11560,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Rhode Island,2016,100395,44
224189,168316,98442,-1138,-1138,77456,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Carolina,2016,470339,45
41305,44812,21779,-405,-405,9754,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Dakota,2016,100395,46
208132,176071,94375,-1606,-1606,76570,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Tennessee,2016,449501,47
997424,733780,384882,-4828,-4828,330181,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Texas,2016,2028663,48
89968,67213,32841,-443,-443,34952,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Utah,2016,181994,49
41305,44812,21779,-405,-405,9178,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Vermont,2016,100395,50
268180,218964,120623,-1868,-1868,103328,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Virginia,2016,573940,51
291885,220919,117999,-1533,-1533,98191,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Washington,2016,603060,53
0,42217,14638,-590,-590,18567,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,West Virginia,2016,44994,54
184350,156648,59366,-1508,-1508,74801,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wisconsin,2016,372888,55
41305,44812,21779,-405,-405,9559,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wyoming,2016,100395,56
138874,123377,62572,-1284,-1284,51692,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alabama,2017,301582,1
41305,44812,21779,-405,-405,8997,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alaska,2017,100395,2
334288,244444,166299,-1561,-1561,108495,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arizona,2017,716759,4
0,65809,35658,-815,-815,26341,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arkansas,2017,86426,5
1461781,1103099,556180,-8216,-8216,503881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,California,2017,2972324,6
235470,170355,85585,-987,-987,89247,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Colorado,2017,473540,8
0,77592,29197,-1006,-1006,28393,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Connecticut,2017,87886,9
41305,44812,21779,-405,-405,13321,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Delaware,2017,100395,10
41305,44812,21779,-405,-405,3229,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,District of Columbia,2017,100395,11
957029,742230,449206,-6001,-6001,325419,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Florida,2017,2039812,12
368228,278615,158617,-1879,-1879,138625,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Georgia,2017,771441,13
41305,44812,21779,-405,-405,18516,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Hawaii,2017,100395,15
41305,44812,21779,-405,-405,29224,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Idaho,2017,100395,16
0,288186,107145,-3241,-3241,127686,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Illinois,2017,333068,17
177533,157902,61639,-1645,-1645,67955,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Indiana,2017,367279,18
0,71797,19667,-895,-895,26889,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Iowa,2017,73255,19
0,68043,25274,-739,-739,33494,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kansas,2017,78629,20
125020,110584,49917,-1127,-1127,45012,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kentucky,2017,265128,21
128299,116460,47448,-1139,-1139,49020,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Louisiana,2017,271580,22
41305,44667,21779,-406,-406,18318,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maine,2017,100249,23
176792,149349,75862,-1392,-1392,70827,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maryland,2017,376810,24
0,163222,64991,-1794,-1794,77624,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Massachusetts,2017,193061,25
286087,255432,104130,-2673,-2673,116847,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Michigan,2017,597238,26
179600,147666,60562,-1306,-1306,66176,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Minnesota,2017,364174,27
0,71581,32502,-756,-756,26034,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Mississippi,2017,90028,28
0,146593,66873,-1631,-1631,61282,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Missouri,2017,182909,29
41305,44812,21779,-405,-405,15210,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Montana,2017,100395,30
0,43815,14389,-481,-481,16724,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nebraska,2017,48397,31
143101,101652,64259,-585,-585,44013,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nevada,2017,298425,32
41305,44812,21779,-405,-405,20644,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Hampshire,2017,100395,33
0,199381,75811,-2393,-2393,86476,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Jersey,2017,231095,34
70119,58011,34120,-491,-491,26881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Mexico,2017,153363,35
0,410494,146723,-5304,-5304,174412,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New York,2017,453236,36
369176,291986,165327,-2225,-2225,124119,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Carolina,2017,786194,37
41305,44812,21779,-405,-405,6438,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Dakota,2017,100395,38
0,278968,89838,-3220,-3220,109975,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Ohio,2017,309441,39
0,84417,43297,-992,-992,34391,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oklahoma,2017,109337,40
177442,136085,69698,-982,-982,68982,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oregon,2017,365443,41
0,299708,89526,-3925,-3925,129915,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Pennsylvania,2017,312654,42
41305,44812,21779,-405,-405,11560,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Rhode Island,2017,100395,44
224189,168316,98442,-1138,-1138,77456,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Carolina,2017,470339,45
41305,44812,21779,-405,-405,9754,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Dakota,2017,100395,46
208132,176071,94375,-1606,-1606,76570,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Tennessee,2017,449501,47
997424,733780,384882,-4828,-4828,330181,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Texas,2017,2028663,48
89968,67213,32841,-443,-443,34952,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Utah,2017,181994,49
41305,44812,21779,-405,-405,9178,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Vermont,2017,100395,50
268180,218964,120623,-1868,-1868,103328,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Virginia,2017,573940,51
291885,220919,117999,-1533,-1533,98191,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Washington,2017,603060,53
0,42217,14638,-590,-590,18567,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,West Virginia,2017,44994,54
184350,156648,59366,-1508,-1508,74801,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wisconsin,2017,372888,55
41305,44812,21779,-405,-405,9559,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wyoming,2017,100395,56
138874,123377,62572,-1284,-1284,51692,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alabama,2018,301582,1
41305,44812,21779,-405,-405,8997,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alaska,2018,100395,2
334288,244444,166299,-1561,-1561,108495,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arizona,2018,716759,4
0,65809,35658,-815,-815,26341,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arkansas,2018,86426,5
1461781,1103099,556180,-8216,-8216,503881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,California,2018,2972324,6
235470,170355,85585,-987,-987,89247,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Colorado,2018,473540,8
0,77592,29197,-1006,-1006,28393,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Connecticut,2018,87886,9
41305,44812,21779,-405,-405,13321,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Delaware,2018,100395,10
41305,44812,21779,-405,-405,3229,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,District of Columbia,2018,100395,11
957029,742230,449206,-6001,-6001,325419,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Florida,2018,2039812,12
368228,278615,158617,-1879,-1879,138625,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Georgia,2018,771441,13
41305,44812,21779,-405,-405,18516,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Hawaii,2018,100395,15
41305,44812,21779,-405,-405,29224,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Idaho,2018,100395,16
0,288186,107145,-3241,-3241,127686,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Illinois,2018,333068,17
177533,157902,61639,-1645,-1645,67955,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Indiana,2018,367279,18
0,71797,19667,-895,-895,26889,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Iowa,2018,73255,19
0,68043,25274,-739,-739,33494,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kansas,2018,78629,20
125020,110584,49917,-1127,-1127,45012,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kentucky,2018,265128,21
128299,116460,47448,-1139,-1139,49020,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Louisiana,2018,271580,22
41305,44667,21779,-406,-406,18318,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maine,2018,100249,23
176792,149349,75862,-1392,-1392,70827,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maryland,2018,376810,24
0,163222,64991,-1794,-1794,77624,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Massachusetts,2018,193061,25
